Kubikaža,Snaga,Prešao kilometara,Proveri kilometražu,Tip motora,Pogon,Menjač,Broj vrata,Broj sedišta,Strana volana,Klima,Boja,Kategorija,price,year,url,oprema,istorija,name,Broj brzina,Boja unutrašnjosti
1198 cm3,105 KS (77 KW),159000,,Euro 5,Prednji,manuelni,4/5,,,,unutrašnjosti crna,karavan,5.950 EUR,2012.,https://www.mojauto.rs/polovni-automobili/3211105_Skoda_Fabia_2012_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Multi volan', 'Krovni nosači', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'HiFi muzika', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}","Škoda Fabia 1,2 TSI ELEGANCE ",5,crna
1300 cm3,75 KS (55 KW),210000,,Euro 4,Prednji,manuelni,4/5,5,Leva,Manuelna klima,crvena,limuzina,4.000 EUR,2008.,https://www.mojauto.rs/polovni-automobili/3199156_Opel_Agila_2008_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Servo', 'Multi volan', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Podesivi volan po visini', 'Radio', 'HiFi muzika', 'Alu felne', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Novembar 2024', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Garancija': 'Da'}","Opel Agila 1,3 CDTI Mdzet ",5,crna
1900 cm3,120 KS (88 KW),349000,,Euro 4,Prednji,manuelni,6/7,7,Leva,,siva,minibus/van,2.500 EUR,2008.,https://www.mojauto.rs/polovni-automobili/3236340_Opel_Zafira_2008_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'ABS', 'ESP', 'Kodiran ključ', 'Centralna brava', 'Mehanička zaštita', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Maglenke', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Radio', 'HiFi muzika', 'Alu felne', 'Putni računar']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Novembar 2024', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Opel Zafira 1.9CDTI ,6,crna
1198 cm3,60 KS (44 KW),167146,,Euro 4,Prednji,manuelni,2/3,5,Leva,Manuelna klima,unutrašnjosti siva,Hečbek,2.450 EUR,2007.,https://www.mojauto.rs/polovni-automobili/3234705_Seat_Ibiza_2007_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Maglenke', 'Podesivi volan po dubini', 'Radio', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",Seat Ibiza 1.2 benzin  ,5,
1598 cm3,131 KS (96 KW),188607,,Euro 5,4x4,manuelni,4/5,5,Leva,Automatska klima,unutrašnjosti crna,SUV_terensko,13.100 EUR,2015.,https://www.mojauto.rs/polovni-automobili/3227295_Renault_Kadjar_2015_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Kuka za vuču', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Maglenke', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Grejači sedišta', 'Radio', 'Alu felne', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",Renault Kadjar 1.6 DCI 4x4 ,6,
998 cm3,69 KS (51 KW),130000,,Euro 6,Prednji,manuelni,4/5,4,Leva,Manuelna klima,bela,Hečbek,7.199 EUR,2017.,https://www.mojauto.rs/polovni-automobili/3227678_Toyota_Aygo_2017_god/?cena=high,"['Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Septembar 2024', 'Vozilo je korišćeno kao': 'lično', 'Kupljen nov u Srbiji': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Toyota Aygo  ,5,crna
1995 cm3,150 KS (110 KW),186156,,Euro 6,Prednji,automatski,4/5,5,Leva,Automatska klima,bela,SUV_terensko,21.699 EUR,2019.,https://www.mojauto.rs/polovni-automobili/3238383_BMW_X1_2019_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",BMW X1 2.0 D sDrive Advantage Sport A ,8,crna
1373 cm3,140 KS (103 KW),114000,,Euro 6,Prednji,manuelni,4/5,5,Leva,Automatska klima,crna,SUV_terensko,14.500 EUR,2018.,https://www.mojauto.rs/polovni-automobili/3238151_Suzuki_SX_4_2018_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'Alarm', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Grejači sedišta', 'Radio', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Mart 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Kupljen nov u Srbiji': 'Da', 'Servisna knjižica': 'Da'}",Suzuki SX 4 S-Cross Elegance ,6,siva
2987 cm3,231 KS (170 KW),328000,,Euro 5,Zadnji,automatski,4/5,5,Leva,Automatska klima,crna,limuzina,11.190 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3220795_Mercedes_E_300_2011_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Šiber', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'Grejači sedišta', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jun 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}","Mercedes E 300 CDI ""AVANTGARDE 231 KS"" ",7,crna
1395 cm3,140 KS (103 KW),162811,,Euro 5,Prednji,automatski,4/5,5,Leva,Automatska klima,unutrašnjosti crna,karavan,7.200 EUR,2015.,https://www.mojauto.rs/polovni-automobili/3236465_VW_Golf_7_2015_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Tempomat', 'Krovni nosači', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za kišu', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Radio', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}","VW Golf 7 1,4TSIvw ",,crna
1397 cm3,95 KS (70 KW),153153,,Euro 5,Prednji,manuelni,4/5,5,Leva,Automatska klima,siva,minibus/van,4.000 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3236464_Citroen_C3_Picasso_2011_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Radio', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}","Citroen C3 Picasso 1,4b ",5,
2925 cm3,286 KS (210 KW),135000,,Euro 6,4x4,automatski,4/5,5,Leva,Automatska klima,unutrašnjosti crna,limuzina,60.000 EUR,2019.,https://www.mojauto.rs/polovni-automobili/3238098_Mercedes_S_350_2019_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Šiber', 'Panorama krov', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'Grejači sedišta', 'DVD plejer', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Maj 2025'}",Mercedes S 350 4 Matic Long citaj ,,
1968 cm3,122 KS (90 KW),222000,,Euro 6,Prednji,manuelni,4/5,5,Leva,Automatska klima,crna,karavan,14.550 EUR,2018.,https://www.mojauto.rs/polovni-automobili/3214626_Audi_A4_2018_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično'}",Audi A4 2.0 TDI 90 KW NAVI XENON NOV ,6,crna
1598 cm3,105 KS (77 KW),170000,,Euro 4,Prednji,manuelni,4/5,5,Leva,Manuelna klima,plava,minibus/van,2.990 EUR,2007.,https://www.mojauto.rs/polovni-automobili/3207740_Opel_Meriva_2007_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Daljinsko zaključavanje', 'Električni podizači', 'Tonirana stakla', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'HiFi muzika', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Garancija': 'Da'}",Opel Meriva 1.6 BENZ 77 KW KLIMA NOV ,5,crna
1499 cm3,102 KS (75 KW),155176,,Euro 6,Prednji,manuelni,4/5,5,Leva,Automatska klima,siva,Hečbek,10.999 EUR,2018.,https://www.mojauto.rs/polovni-automobili/3237826_Peugeot_308_2018_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Električno podesiva sedišta', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Peugeot 308 1.5BlueHdi Business Navi ,6,crna
1969 cm3,150 KS (110 KW),178393,,Euro 6,Prednji,automatski,4/5,5,Leva,Automatska klima,siva,karavan,Dogovor,2018.,https://www.mojauto.rs/polovni-automobili/3204623_Volvo_V90_2018_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Xenon', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Radio', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Volvo V90 2.0 D3 Geartronic  ,8,crna
1198 cm3,116 KS (85 KW),159000,,Euro 5,Prednji,manuelni,4/5,5,Leva,Automatska klima,siva,karavan,6.250 EUR,2014.,https://www.mojauto.rs/polovni-automobili/3234937_Renault_Megane_2014_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'HiFi muzika', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Renault Megane 1.2 TCE ,6,siva
1995 cm3,184 KS (135 KW),216800,,Euro 5,4x4,automatski,4/5,5,Leva,Automatska klima,bela,SUV_terensko,13.800 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3234433_BMW_X3_2011_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Koža', 'Šiber', 'Panorama krov', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'DVD plejer', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Servisna knjižica': 'Da'}",BMW X3 Xdrive 2.0d Luxury ,8,crna
1461 cm3,75 KS (55 KW),104760,,Euro 6,Prednji,manuelni,4/5,5,Leva,Manuelna klima,bela,Hečbek,Dogovor,2018.,https://www.mojauto.rs/polovni-automobili/3236116_Renault_Clio_2018_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Radio', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Renault Clio 1.5Dci Energy PRODATO ,5,crna
1199 cm3,83 KS (61 KW),80767,,Euro 6,Prednji,manuelni,4/5,5,Leva,Automatska klima,crna,Hečbek,10.499 EUR,2019.,https://www.mojauto.rs/polovni-automobili/3235830_Citroen_C3_2019_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'Navigacija GPS', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Citroen C3 1.2PureTech Navi Prodato ,5,crna
1995 cm3,140 KS (103 KW),169000,,Euro 6,4x4,manuelni,4/5,5,Leva,Automatska klima,bela,SUV_terensko,12.800 EUR,2014.,https://www.mojauto.rs/polovni-automobili/3234434_Jeep_Renegade_2014_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Koža', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Grejači sedišta', 'DVD plejer', 'Radio', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Servisna knjižica': 'Da'}",Jeep Renegade 2.0 CRD Limited 4x4 ,6,crna
1499 cm3,131 KS (96 KW),140760,,Euro 6,Prednji,automatski,4/5,5,Leva,Automatska klima,unutrašnjosti crna,karavan,10.799 EUR,2018.,https://www.mojauto.rs/polovni-automobili/3235686_Peugeot_308_2018_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Peugeot 308 1.5BlueHdi Business Navi ,,
